"tmdb_id","release_group_id","artist_credit_id","position","artist_id","credited_name","join_phrase","is_primary_artist"
181808,1897423,94,0,94,John Williams,"",true
181812,2278023,94,0,94,John Williams,"",true
758336,3279065,139,0,139,Céline Dion,"",true
879805,3749552,139,0,139,Céline Dion,"",true
424694,2047694,192,0,192,Queen,"",true
370172,2492498,202,0,202,Hans Zimmer,"",true
374720,1832200,202,0,202,Hans Zimmer,"",true
670292,3445401,202,0,202,Hans Zimmer,"",true
401469,2055194,202,0,202,Hans Zimmer,"",true
697620,2767088,202,0,202,Hans Zimmer,"",true
606870,2949397,202,0,202,Hans Zimmer,"",true
464052,2656192,202,0,202,Hans Zimmer,"",true
693134,3610789,202,0,202,Hans Zimmer,"",true
806368,3138262,202,0,202,Hans Zimmer,"",true
207932,1712641,202,0,202,Hans Zimmer,"",true
198184,1507047,202,0,202,Hans Zimmer,"",true
1206008,4510094,202,0,202,Hans Zimmer,"",true
438631,2767088,202,0,202,Hans Zimmer,"",true
320288,2173501,202,0,202,Hans Zimmer,"",true
896151,3902504,202,0,202,Hans Zimmer,"",true
1042834,4400387,202,0,202,Hans Zimmer,"",true
374720,1833299,202,0,202,Hans Zimmer,"",true
464052,2550575,202,0,202,Hans Zimmer,"",true
359549,3645152,202,0,202,Hans Zimmer,"",true
140300,1614093,202,0,202,Hans Zimmer,"",true
438631,2757228,202,0,202,Hans Zimmer,"",true
249688,1558909,204,0,204,Danny Elfman,"",true
346685,1716184,204,0,204,Danny Elfman,"",true
337167,1923383,204,0,204,Danny Elfman,"",true
257445,1572087,204,0,204,Danny Elfman,"",true
141052,1883365,204,0,204,Danny Elfman,"",true
1246049,4286877,204,0,204,Danny Elfman,"",true
257785,1772850,204,0,204,Danny Elfman,"",true
453395,2964242,204,0,204,Danny Elfman,"",true
443009,2002306,204,0,204,Danny Elfman,"",true
339988,1815836,204,0,204,Danny Elfman,"",true
744594,3139274,204,0,204,Danny Elfman,"",true
520663,3857520,204,0,204,Danny Elfman,"",true
360920,2057967,204,0,204,Danny Elfman,"",true
216015,1494030,204,0,204,Danny Elfman,"",true
329996,2137615,204,0,204,Danny Elfman,"",true
241259,1662838,204,0,204,Danny Elfman,"",true
382811,1558909,204,0,204,Danny Elfman,"",true
448119,2295636,204,0,204,Danny Elfman,"",true
1122358,3727744,231,0,231,Cyndi Lauper,"",true
370567,2860646,236,0,236,Elton John,"",true
464458,2110336,239,0,239,BT,"",true
533533,4268924,347,0,347,Nine Inch Nails,"",true
1214684,4342367,514,0,514,Jennifer Lopez,"",true
445065,1989262,938,0,938,Eric Clapton,"",true
957457,3080751,956,0,956,David Bowie,"",true
535807,2153613,1049,0,1049,LeAnn Rimes,"",true
536869,2293413,1051,0,1051,Andrew Lloyd Webber,"",true
301528,2184929,1197,0,1197,Randy Newman,"",true
260514,2141391,1197,0,1197,Randy Newman,"",true
492188,2271099,1197,0,1197,Randy Newman,"",true
396398,1872969,1197,0,1197,Randy Newman,"",true
466550,1943677,1208,0,1208,Aimee Mann,"",true
636548,1943677,1208,0,1208,Aimee Mann,"",true
307081,1547779,1315,0,1315,James Horner,"",true
293646,1588993,1315,0,1315,James Horner,"",true
309302,1500326,1315,0,1315,James Horner,"",true
1300962,1543788,1315,0,1315,James Horner,"",true
272878,1845153,1316,0,1316,Trevor Rabin,"",true
269149,1622067,1332,0,1332,Shakira,"",true
1162858,1107149,1338,0,1338,Jerry Goldsmith,"",true
541100,1903370,1338,0,1338,Jerry Goldsmith,"",true
431714,1811602,1528,0,1528,Grateful Dead,"",true
1037391,3786227,1606,0,1606,Billy Ray Cyrus,"",true
472734,2075138,1607,0,1607,Dolly Parton,"",true
822101,2857385,1679,0,1679,Rick James,"",true
411012,1886989,1766,0,1766,John Coltrane,"",true
316000,1703508,1954,0,1954,Miles Davis,"",true
695080,2894546,2007,0,2007,Anastacia,"",true
539016,2215987,2090,0,2090,Apocalyptica,"",true
353047,2535720,2101,0,2101,Frank Zappa,"",true
250734,1524379,2161,0,2161,Craig Armstrong,"",true
508570,2467401,2161,0,2161,Craig Armstrong,"",true
228066,1606366,2161,0,2161,Craig Armstrong,"",true
566872,2334524,2161,0,2161,Craig Armstrong,"",true
992940,3888839,2161,0,2161,Craig Armstrong,"",true
604298,2218002,2161,0,2161,Craig Armstrong,"",true
302401,1719553,2161,0,2161,Craig Armstrong,"",true
95610,1789799,2161,0,2161,Craig Armstrong,"",true
944194,3453131,2161,0,2161,Craig Armstrong,"",true
540414,2449249,2161,0,2161,Craig Armstrong,"",true
